Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
1183,2020-02-16,Witch,31.0,swamp,arson,N/A,day,potions
2556,2022-06-18,Vampire,89.0,castle,assault,knife,night,blood
1220,2021-04-23,Ghost,42.0,village,nightly disturbance,N/A,night,cloak
6320,2022-05-17,Zombie,22.0,swamp,assault,knife,night,fur
8003,2021-03-22,Witch,61.0,village,arson,brute force,night,bones
5526,2020-11-27,Skeleton,76.0,castle,arson,brute force,dusk,cloak
9476,2020-07-31,Zombie,52.0,swamp,kidnapping,brute force,dawn,fur
438,2022-10-04,Ghost,44.0,castle,vandalism,knife,dusk,cloak
7776,2020-10-26,Skeleton,55.0,mountain,vandalism,axe,day,bones
876,2021-01-23,Werewolf,67.0,mountain,vandalism,N/A,night,bones
3006,2023-01-09,Zombie,73.0,forest,assault,Knife,day,teeth
5289,2023-12-11,Witch,49.0,village,arson,pistol,night,bones
5143,2021-12-21,Skeleton,94.0,mountain,arson,N/A,day,bones
5490,2022-12-06,Witch,39.0,village,assault,N/A,dusk,potions
549,2020-07-17,Werewolf,15.0,mountain,vandalism,N/A,dawn,fur
5247,2023-10-12,Vampire,73.0,village,theft,N/A,dusk,cloak
1144,2021-07-10,Zombie,88.0,village,kidnapping,N/A,day,teeth
9935,2022-07-27,Skeleton,50.0,castle,vandalism,pistol,day,bones
4547,2020-07-10,Skeleton,39.0,castle,nightly disturbance,knife,night,bones
6420,2023-03-30,Witch,38.0,village,arson,brute force,day,cloak
9425,2023-04-04,Werewolf,71.0,mountain,vandalism,N/A,night,teeth
3425,2020-12-23,Skeleton,11.0,castle,assault,N/A,day,bones
3927,2023-05-20,Zombie,85.0,swamp,assault,knife,dawn,potions
2994,2022-03-30,Zombie,87.0,swamp,kidnapping,N/A,dawn,blood
4197,2022-07-15,Werewolf,56.0,forest,assault,pistol,night,teeth
3294,2024-10-24,Witch,99.0,swamp,kidnapping,knife,dusk,bones
6366,2021-01-13,Skeleton,68.0,castle,nightly disturbance,axe,night,bones
6095,2019-11-04,Ghost,83.0,castle,vandalism,knife,night,potions
7995,2023-09-13,Werewolf,26.0,forest,assault,N/A,night,fur
10034,2020-07-03,Skeleton,4.0,mountain,nightly disturbance,N/A,night,bones
2611,2022-01-22,Vampire,69.0,mountain,assault,brute force,night,blood
2845,2021-08-20,Zombie,14.0,forest,vandalism,N/A,day,bones
3999,2022-12-18,Zombie,64.0,swamp,kidnapping,N/A,dawn,potions
2979,2020-02-06,Witch,52.0,village,arson,N/A,dusk,bones
6710,2024-10-02,Zombie,90.0,forest,kidnapping,axe,dusk,blood
5224,2021-02-17,Skeleton,6.0,castle,nightly disturbance,knife,night,bones
6911,2023-06-13,Zombie,4.0,village,assault,pistol,day,bones
8383,2022-08-22,Witch,16.0,mountain,arson,axe,day,cloak
3623,2022-12-14,Skeleton,79.0,mountain,nightly disturbance,knife,night,bones
9320,2021-08-27,Werewolf,60.0,forest,kidnapping,pistol,dawn,fur
8065,2020-09-22,Werewolf,43.0,mountain,assault,N/A,night,blood
2591,2022-07-06,Zombie,45.0,mountain,assault,Knife,dusk,bones
2660,2020-04-10,WEREWOLF,22.0,mountain,nightly disturbance,pistol,night,teeth
3225,2022-10-21,Skeleton,31.0,mountain,vandalism,brute force,day,bones
7855,2023-04-07,Witch,7.0,village,arson,pistol,dawn,potions
7720,2023-10-04,Skeleton,4.0,Swamp,assault,knife,day,cloak
5084,2020-07-19,Witch,47.0,forest,kidnapping,brute force,day,cloak
1092,2021-06-23,Vampire,2.0,castle,nightly disturbance,axe,night,teeth
4327,2020-08-12,Ghost,10.0,castle,vandalism,N/A,dawn,potions
9808,2020-03-05,Werewolf,74.0,forest,assault,N/A,night,potions
7156,2022-08-27,Werewolf,52.0,mountain,nightly disturbance,brute force,night,teeth
2109,2020-10-23,Skeleton,36.0,mountain,nightly disturbance,axe,night,bones
6411,2023-07-07,Zombie,37.0,mountain,kidnapping,knife,dusk,potions
2480,2020-08-24,Ghost,80.0,castle,nightly disturbance,knife,night,cloak
5013,2022-06-04,Zombie,24.0,swamp,murder,pistol,dawn,bones
2046,2021-09-27,Ghost,69.0,mountain,nightly disturbance,pistol,night,cloak
8151,2020-04-10,Skeleton,45.0,mountain,arson,N/A,dusk,bones
9077,2024-04-23,Skeleton,56.0,mountain,nightly disturbance,brute force,night,cloak
8807,2021-11-11,Ghost,60.0,castle,arson,brute force,night,potions
7392,2023-01-19,Witch,44.0,village,arson,knife,night,teeth
231,2019-12-08,Zombie,6.0,village,vandalism,brute force,dawn,blood
1023,2023-12-10,Zombie,88.0,village,vandalism,brute force,night,blood
6747,2020-06-28,Witch,15.0,village,arson,knife,dusk,bones
1951,2020-05-03,Zombie,93.0,swamp,kidnapping,brute force,day,bones
1055,2022-08-07,Ghost,91.0,castle,vandalism,knife,night,cloak
5304,2023-03-16,Witch,53.0,village,arson,knife,night,potions
1419,2020-11-23,Werewolf,14.0,mountain,nightly disturbance,N/A,night,blood
2205,2023-01-28,Witch,89.0,village,arson,N/A,day,potions
705,2022-03-28,Ghost,58.0,village,vandalism,axe,dusk,potions
1136,2021-05-31,Skeleton,20.0,mountain,nightly disturbance,N/A,night,bones
7451,2021-03-21,Werewolf,18.0,village,vandalism,knife,dusk,fur
3934,2022-12-05,Zombie,64.0,mountain,kidnapping,knife,night,fur
8301,2022-07-14,Vampire,58.0,castle,assault,knife,night,blood
5160,2023-03-05,Witch,85.0,village,kidnapping,knife,dusk,bones
1798,2024-07-31,Vampire,7.0,village,nightly disturbance,knife,night,cloak
7863,2022-10-23,Zombie,9.0,mountain,vandalism,brute force,dusk,potions
2664,2021-07-18,GHOST,8.0,castle,vandalism,knife,dawn,potions
7258,2024-01-23,Ghost,31.0,castle,vandalism,N/A,night,potions
7617,2023-01-04,Zombie,89.0,forest,vandalism,knife,night,potions
7679,2022-03-11,Ghost,7.0,castle,vandalism,knife,dawn,potions
3525,2024-05-13,Skeleton,17.0,mountain,vandalism,knife,dawn,bones
8344,2022-10-07,Werewolf,85.0,forest,assault,N/A,night,fur
1049,2023-01-09,Zombie,9.0,forest,murder,N/A,day,potions
6155,2021-09-30,Werewolf,22.0,mountain,assault,N/A,night,fur
2283,2020-09-19,Ghost,60.0,mountain,nightly disturbance,N/A,night,CLOAK
8272,2022-12-12,Skeleton,95.0,mountain,assault,brute force,day,bones
2641,2023-09-16,Zombie,57.0,Village,assault,AXE,dawn,blood
318,2020-11-22,Zombie,84.0,village,kidnapping,N/A,day,potions
2679,2022-04-07,Skeleton,36.0,mountain,nightly disturbance,knife,night,bones
2309,2023-03-17,Ghost,85.0,castle,nightly disturbance,knife,night,potions
6810,2022-01-14,Witch,78.0,village,kidnapping,brute force,dawn,teeth
3011,2021-06-12,Witch,63.0,swamp,arson,pistol,dusk,potions
2575,2023-12-13,Werewolf,34.0,forest,kidnapping,axe,night,teeth
5570,2024-01-30,Vampire,36.0,forest,assault,brute force,night,blood
5182,2024-04-06,Witch,45.0,village,arson,N/A,day,cloak
2185,2021-02-24,Ghost,66.0,village,vandalism,knife,night,cloak
7151,2020-06-08,Werewolf,94.0,forest,vandalism,knife,night,fur
3171,2024-02-25,Vampire,88.0,village,nightly disturbance,axe,night,cloak
9170,2022-06-12,Zombie,55.0,village,assault,axe,night,blood
5910,2020-08-18,Zombie,73.0,swamp,kidnapping,knife,night,bones
9963,2023-08-18,Werewolf,7.0,forest,assault,pistol,night,blood
6511,2022-11-11,Zombie,29.0,forest,assault,knife,day,potions
4008,2021-05-02,Vampire,78.0,mountain,assault,knife,night,blood
1443,2023-01-29,Werewolf,26.0,forest,assault,axe,night,teeth
8509,2021-11-05,Werewolf,74.0,forest,assault,N/A,day,fur
2548,2022-11-17,Witch,27.0,swamp,arson,knife,day,cloak
7914,2020-01-02,Ghost,60.0,forest,theft,knife,night,cloak
5016,2020-07-01,Witch,29.0,forest,kidnapping,axe,day,potions
1876,2024-03-21,Ghost,84.0,village,arson,axe,night,potions
8974,2020-07-21,Vampire,8.0,castle,assault,pistol,night,cloak
5661,2022-02-02,Witch,17.0,village,kidnapping,brute force,dusk,cloak
9437,2023-10-09,Werewolf,78.0,mountain,assault,brute force,night,fur
9966,2022-11-01,Witch,98.0,swamp,arson,axe,night,cloak
455,2020-03-26,Werewolf,84.0,forest,vandalism,brute force,night,fur
7779,2022-05-22,Ghost,72.0,castle,nightly disturbance,pistol,night,cloak
1299,2024-07-07,Witch,72.0,swamp,arson,N/A,day,cloak
6055,2023-07-17,Werewolf,13.0,forest,vandalism,brute force,night,teeth
7976,2021-01-18,Werewolf,22.0,forest,vandalism,knife,night,blood
3766,2020-08-06,Skeleton,27.0,mountain,nightly disturbance,knife,night,bones
7426,2022-05-30,Werewolf,92.0,forest,assault,pistol,night,teeth
366,2024-01-20,Ghost,17.0,village,theft,axe,dusk,potions
6343,2021-06-18,Werewolf,7.0,forest,kidnapping,brute force,dusk,teeth
5283,2023-07-24,VAMPIRE,72.0,castle,assault,N/A,night,teeth
9032,2023-11-21,Werewolf,44.0,forest,assault,N/A,night,fur
7366,2023-08-01,Vampire,42.0,village,murder,knife,night,teeth
8981,2022-08-14,Skeleton,33.0,castle,nightly disturbance,N/A,night,bones
7607,2022-09-22,Ghost,84.0,castle,arson,brute force,night,potions
6315,2024-06-15,Zombie,73.0,swamp,murder,knife,night,potions
5986,2022-09-29,Witch,25.0,village,ASSAULT,brute force,dusk,cloak
5199,2024-05-07,Ghost,32.0,village,vandalism,N/A,night,potions
2488,2020-08-09,Zombie,10.0,village,assault,knife,night,bones
23,2022-08-29,Skeleton,63.0,mountain,arson,N/A,dusk,bones
2089,2020-01-31,Witch,77.0,village,arson,axe,day,fur
1670,2022-02-26,Werewolf,44.0,forest,assault,brute force,dusk,teeth
710,2021-08-19,witch,79.0,village,arson,knife,day,cloak
8577,2023-04-06,Witch,87.0,VILLAGE,kidnapping,knife,day,bones
2773,2020-09-16,Witch,49.0,village,arson,knife,dusk,cloak
1391,2022-12-01,Werewolf,65.0,swamp,assault,brute force,dawn,teeth
1743,2023-06-20,Werewolf,35.0,village,vandalism,brute force,Night,teeth
2496,2019-12-07,Werewolf,9.0,forest,assault,N/A,night,fur
3793,2022-10-18,Werewolf,75.0,mountain,assault,N/A,night,blood
2353,2024-02-15,Vampire,47.0,village,nightly disturbance,axe,night,blood
468,2024-10-07,Werewolf,74.0,forest,assault,brute force,night,teeth
5213,2024-07-08,Skeleton,18.0,castle,assault,pistol,day,bones
4225,2020-09-21,Witch,58.0,village,arson,N/A,night,potions
5584,2021-04-22,Zombie,26.0,mountain,assault,knife,dusk,bones
4123,2022-09-01,Witch,2.0,mountain,arson,knife,day,bones
1502,2020-09-10,Werewolf,58.0,swamp,assault,knife,night,teeth
3716,2023-11-12,Ghost,90.0,village,arson,knife,night,cloak
287,2023-02-16,Witch,81.0,village,kidnapping,N/A,dawn,cloak
6645,2022-12-22,Skeleton,45.0,mountain,nightly disturbance,knife,night,bones
4604,2023-09-20,Vampire,4.0,village,theft,N/A,night,cloak
4352,2022-04-26,Ghost,84.0,village,vandalism,axe,night,potions
6752,2023-04-18,Witch,56.0,swamp,arson,N/A,dawn,potions
4912,2022-08-05,Skeleton,8.0,mountain,vandalism,N/A,day,bones
3574,2020-08-18,Werewolf,3.0,mountain,assault,pistol,night,teeth
3907,2023-11-21,Ghost,6.0,village,nightly disturbance,brute force,night,potions
7074,2021-09-05,Witch,44.0,village,kidnapping,knife,dusk,fur
2609,2021-07-26,Vampire,53.0,castle,assault,knife,night,cloak
1383,2019-12-28,Witch,21.0,mountain,kidnapping,knife,day,potions
9564,2021-07-30,Ghost,87.0,castle,vandalism,brute force,night,potions
8281,2020-08-08,Skeleton,4.0,mountain,nightly disturbance,N/A,night,bones
605,2021-10-15,Vampire,85.0,castle,nightly disturbance,axe,night,cloak
4395,2020-05-26,skeleton,35.0,swamp,arson,knife,day,cloak
6412,2023-03-12,Skeleton,58.0,castle,vandalism,N/A,day,bones
9066,2022-12-30,Skeleton,64.0,mountain,arson,knife,day,cloak
6445,2023-12-17,Skeleton,27.0,swamp,arson,N/A,day,cloak
4805,2024-01-12,Vampire,4.0,village,assault,N/A,night,blood
654,2023-10-20,Ghost,86.0,village,nightly disturbance,brute force,night,cloak
6447,2023-05-17,Skeleton,83.0,castle,nightly disturbance,pistol,night,bones
7600,2019-11-18,Skeleton,77.0,mountain,nightly disturbance,N/A,night,bones
9794,2021-05-18,Witch,52.0,mountain,arson,knife,dusk,cloak
6084,2022-02-15,Skeleton,4.0,mountain,arson,N/A,dawn,bones
8031,2024-10-29,Werewolf,11.0,forest,assault,N/A,night,bones
7236,2020-12-23,Werewolf,57.0,mountain,assault,axe,dusk,fur
3504,2021-07-02,Vampire,70.0,castle,assault,pistol,night,blood
7874,2023-05-26,Witch,46.0,swamp,arson,pistol,night,bones
7773,2020-08-01,Ghost,11.0,village,vandalism,pistol,dusk,cloak
3022,2023-04-03,Vampire,30.0,castle,nightly disturbance,brute force,night,cloak
9501,2022-05-17,Vampire,47.0,castle,nightly disturbance,N/A,night,teeth
4922,2019-11-12,vampire,48.0,castle,murder,N/A,NIGHT,blood
2572,2020-05-29,Vampire,64.0,castle,assault,brute force,night,cloak
8682,2022-02-12,Werewolf,31.0,mountain,assault,brute force,dusk,fur
5395,2022-03-31,Werewolf,80.0,mountain,kidnapping,axe,dusk,teeth
1583,2021-04-04,Ghost,43.0,castle,nightly disturbance,brute force,night,cloak
10095,2020-04-27,Werewolf,87.0,forest,vandalism,knife,night,blood
4107,2021-07-11,Werewolf,84.0,mountain,assault,pistol,night,blood
4029,2023-04-14,Zombie,93.0,swamp,kidnapping,brute force,night,teeth
7102,2020-10-04,Witch,70.0,village,arson,N/A,night,fur
2186,2020-05-27,Zombie,37.0,swamp,assault,knife,day,potions
693,2024-01-09,Zombie,74.0,swamp,murder,pistol,night,blood
7677,2024-05-10,Zombie,3.0,mountain,murder,N/A,night,blood
7861,2023-06-19,Werewolf,34.0,mountain,vandalism,axe,dusk,fur
3278,2024-09-19,Witch,76.0,village,arson,brute force,night,Cloak
5904,2020-08-06,Witch,67.0,mountain,arson,brute force,day,bones
9311,2023-01-18,zombie,48.0,swamp,kidnapping,pistol,day,potions
2489,2024-01-31,Zombie,95.0,mountain,kidnapping,N/A,dawn,blood
4124,2024-09-14,Vampire,96.0,village,nightly disturbance,axe,night,blood
2869,2020-09-09,Ghost,39.0,castle,arson,brute force,dusk,potions
3735,2022-07-26,Skeleton,26.0,mountain,arson,axe,dusk,cloak
7199,2021-12-18,Vampire,17.0,castle,nightly disturbance,N/A,night,blood
6331,2022-05-13,Vampire,77.0,castle,assault,N/A,night,cloak
4988,2021-08-11,Vampire,17.0,forest,nightly disturbance,brute force,night,cloak
6006,2020-07-24,Ghost,77.0,village,nightly disturbance,axe,night,potions
4629,2020-03-18,Werewolf,51.0,forest,kidnapping,axe,night,blood
5844,2024-07-16,Ghost,98.0,village,arson,axe,night,potions
4081,2023-02-23,Vampire,59.0,mountain,nightly disturbance,knife,night,cloak
2257,2023-06-25,Vampire,10.0,village,murder,brute force,night,cloak
7643,2022-02-19,Skeleton,44.0,castle,nightly disturbance,axe,night,bones
944,2019-12-10,Ghost,64.0,village,nightly disturbance,pistol,night,potions
2348,2021-11-10,Zombie,90.0,swamp,assault,brute force,night,teeth
4925,2021-02-18,Vampire,55.0,castle,assault,knife,night,blood
529,2023-12-26,Vampire,91.0,castle,theft,pistol,night,cloak
530,2022-04-21,Vampire,22.0,castle,nightly disturbance,brute force,night,cloak
5399,2024-10-25,Skeleton,78.0,mountain,vandalism,knife,dusk,bones
9974,2020-08-14,Ghost,34.0,castle,vandalism,pistol,night,cloak
3394,2024-02-06,Skeleton,87.0,mountain,nightly disturbance,pistol,night,bones
1326,2021-10-11,Witch,49.0,village,arson,brute force,day,potions
4024,2021-03-18,Ghost,73.0,castle,nightly disturbance,N/A,night,potions
6560,2023-10-22,Vampire,94.0,castle,assault,N/A,dawn,blood
9657,2021-02-28,Ghost,33.0,mountain,nightly disturbance,knife,night,potions
1735,2021-01-25,Witch,27.0,village,kidnapping,N/A,night,teeth
788,2022-12-17,Werewolf,93.0,forest,nightly disturbance,knife,night,teeth
8888,2020-02-19,Zombie,94.0,village,kidnapping,N/A,night,potions
8315,2024-05-11,Zombie,48.0,swamp,assault,brute force,night,potions
5666,2024-10-03,Vampire,74.0,village,theft,N/A,dawn,teeth
6038,2022-04-26,Zombie,18.0,swamp,kidnapping,knife,dawn,teeth
659,2022-11-05,Vampire,94.0,castle,assault,N/A,dusk,blood
3786,2019-12-01,Witch,67.0,forest,kidnapping,knife,dawn,bones
2223,2021-07-11,Ghost,77.0,castle,theft,knife,night,potions
8505,2021-05-07,Vampire,7.0,village,assault,brute force,night,teeth
374,2024-09-03,Witch,26.0,village,arson,knife,dusk,cloak
9982,2023-10-05,Skeleton,47.0,mountain,assault,pistol,dusk,bones
8082,2020-11-12,Zombie,9.0,swamp,vandalism,N/A,dawn,bones
4256,2024-05-12,Witch,54.0,village,theft,N/A,dusk,cloak
382,2024-03-22,Werewolf,17.0,forest,nightly disturbance,axe,night,blood
9541,2024-08-23,Skeleton,67.0,castle,assault,pistol,dusk,bones
2243,2020-05-01,Zombie,1.0,swamp,assault,brute force,dusk,potions
8771,2022-08-20,Ghost,32.0,castle,nightly disturbance,brute force,night,cloak
1629,2023-03-24,Ghost,3.0,castle,vandalism,knife,night,potions
7050,2019-11-12,vampire,35.0,castle,assault,N/A,night,blood
7622,2020-09-28,Werewolf,98.0,forest,assault,pistol,night,fur
1847,2024-04-03,Skeleton,70.0,forest,arson,pistol,day,bones
3669,2024-01-21,Witch,42.0,swamp,arson,N/A,dusk,teeth
972,2021-07-29,Skeleton,10.0,castle,vandalism,pistol,day,bones
3025,2020-05-15,Skeleton,30.0,mountain,assault,axe,dusk,bones
6672,2022-09-22,Werewolf,88.0,mountain,nightly disturbance,knife,night,fur
9769,2023-05-28,Werewolf,35.0,mountain,assault,N/A,night,bones
2404,2021-02-20,Werewolf,53.0,swamp,kidnapping,axe,night,teeth
8970,2022-10-10,Vampire,77.0,village,assault,N/A,dusk,blood
364,2019-11-29,Vampire,95.0,village,assault,brute force,night,blood
3878,2024-08-05,Zombie,10.0,village,kidnapping,N/A,dawn,bones
8268,2024-06-09,Zombie,94.0,swamp,kidnapping,N/A,dawn,potions
1260,2020-08-30,Zombie,72.0,swamp,kidnapping,N/A,night,blood
7577,2020-11-01,Skeleton,71.0,mountain,assault,N/A,day,bones
8434,2022-04-19,Ghost,84.0,village,vandalism,knife,night,cloak
6577,2020-11-15,Witch,78.0,village,kidnapping,knife,dusk,cloak
5136,2022-10-10,Ghost,78.0,castle,theft,N/A,night,cloak
3732,2021-04-09,Ghost,87.0,castle,nightly disturbance,brute force,night,cloak
1589,2023-08-17,Ghost,68.0,castle,vandalism,knife,night,potions
6345,2022-10-03,Witch,31.0,village,kidnapping,N/A,day,teeth
5496,2022-03-05,Ghost,90.0,castle,theft,brute force,night,potions
2595,2020-08-01,Werewolf,24.0,mountain,kidnapping,knife,night,teeth
3458,2021-10-04,Zombie,45.0,village,murder,N/A,dawn,potions
2060,2024-01-22,Witch,40.0,village,kidnapping,brute force,dusk,cloak
9335,2020-09-19,Ghost,88.0,castle,nightly disturbance,brute force,night,potions
780,2024-08-01,Werewolf,30.0,mountain,assault,axe,dusk,blood
5436,2022-07-09,Zombie,14.0,mountain,kidnapping,brute force,dusk,teeth
9665,2023-12-11,Werewolf,12.0,village,assault,brute force,dusk,fur
3599,2021-08-12,Witch,9.0,mountain,assault,N/A,dawn,teeth
570,2020-09-10,Ghost,84.0,village,nightly disturbance,brute force,night,potions
6751,2023-11-13,Witch,31.0,village,arson,N/A,day,bones
2574,2023-02-02,Ghost,96.0,castle,vandalism,brute force,night,potions
5568,2023-02-15,Zombie,67.0,swamp,kidnapping,N/A,day,blood
5384,2020-09-23,Werewolf,40.0,forest,assault,pistol,night,Fur
9764,2023-02-27,Werewolf,11.0,mountain,assault,brute force,dawn,teeth
4577,2023-11-24,Ghost,3.0,castle,nightly disturbance,knife,night,cloak
1693,2022-06-15,Vampire,21.0,castle,nightly disturbance,pistol,night,cloak
7468,2020-11-07,Zombie,57.0,swamp,kidnapping,brute force,dusk,bones
370,2022-02-08,Skeleton,42.0,castle,assault,knife,dawn,bones
8093,2020-03-07,Werewolf,37.0,forest,vandalism,brute force,dusk,fur
9469,2024-07-15,Zombie,80.0,forest,murder,brute force,dawn,bones
4371,2023-12-28,Skeleton,89.0,castle,assault,pistol,night,bones
10084,2022-02-19,Vampire,63.0,castle,murder,pistol,night,blood
149,2021-03-18,Skeleton,45.0,mountain,vandalism,brute force,day,bones
1685,2022-07-12,Ghost,54.0,village,Nightly disturbance,knife,night,potions
3121,2022-03-05,Skeleton,58.0,castle,vandalism,brute force,dusk,bones
8934,2022-11-30,Vampire,14.0,castle,theft,N/A,night,teeth
7726,2020-05-27,Ghost,30.0,village,nightly disturbance,brute force,night,cloak
414,2022-09-04,Werewolf,70.0,forest,assault,pistol,night,fur
9681,2024-01-05,Witch,23.0,swamp,arson,N/A,dusk,potions
7865,2021-05-02,Zombie,74.0,swamp,assault,N/A,dusk,teeth
3492,2020-06-28,Witch,84.0,mountain,arson,pistol,dawn,potions
6248,2023-04-07,Zombie,44.0,swamp,kidnapping,pistol,day,blood
4224,2022-12-03,Werewolf,11.0,mountain,assault,knife,day,Blood
3613,2021-07-06,Witch,72.0,forest,arson,N/A,day,bones
3306,2022-05-26,Zombie,10.0,swamp,murder,pistol,dawn,blood
4987,2021-08-28,Werewolf,39.0,swamp,assault,axe,night,fur
1042,2020-04-24,Skeleton,12.0,mountain,arson,knife,dawn,cloak
8962,2024-03-31,Zombie,57.0,mountain,kidnapping,brute force,dawn,potions
6294,2022-02-20,Witch,20.0,village,arson,knife,night,potions
6658,2021-03-12,Zombie,54.0,swamp,kidnapping,N/A,dusk,blood
8996,2024-04-17,Vampire,26.0,mountain,assault,pistol,dusk,blood
9909,2022-12-08,Zombie,65.0,swamp,kidnapping,N/A,day,potions
6793,2023-08-17,Witch,90.0,swamp,arson,knife,dawn,cloak
8106,2021-05-31,Ghost,29.0,forest,nightly disturbance,N/A,night,cloak
8131,2022-01-02,Skeleton,55.0,mountain,arson,N/A,night,bones
864,2024-01-20,Witch,69.0,Mountain,arson,Knife,night,cloak
3966,2022-04-27,Werewolf,53.0,swamp,assault,pistol,night,blood
8634,2024-01-04,Zombie,5.0,forest,kidnapping,axe,day,potions
79,2020-03-20,Skeleton,83.0,castle,nightly disturbance,N/A,night,bones
7159,2024-06-17,Werewolf,22.0,forest,vandalism,pistol,dawn,potions
2274,2020-10-17,Zombie,81.0,mountain,kidnapping,axe,dusk,bones
8348,2022-12-29,Zombie,41.0,swamp,kidnapping,knife,day,potions
4067,2022-07-31,Zombie,23.0,swamp,kidnapping,axe,night,potions
10050,2024-04-06,Vampire,35.0,castle,nightly disturbance,knife,night,teeth
9668,2020-02-18,Ghost,25.0,castle,arson,brute force,night,Potions
9387,2020-03-03,Skeleton,73.0,mountain,NIGHTLY DISTURBANCE,pistol,night,bones
722,2023-07-10,Vampire,58.0,village,murder,N/A,night,blood
7524,2024-04-22,Witch,67.0,village,kidnapping,knife,night,fur
